	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367	368	369	370	371	372	373	374	375	376	377	378	379	380	381	382	383	384	385	386	387	388	389	390	391	392	393	394	395	396	397	398	399	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423
10	8641	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	3	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	4	2	2	3	2	2	0	2	2	2	0	2	2	2	1	2	6	63	2	3	4	17	17	17	17	6	2	2	17	17	17	17	17	17	17	17	17	17	17	17	17	12	44	2	11	7	0	2	10	8	5	1	31	11	30	29	4	32	11	0	8	18	4	80	10	3	3	9	0	3	7	0	0	6	10	12	0	0	21	0	0	0	0	0	3	0	1	2	3	2	0	0	1	2	7	0	3	0	2	19	10	6	8	4	1	2	0	0	0	2	2	2	2	4	4	5	49	29	1	0	2	6	1	4	2	1	1	4	0	7	44	4	4	6	34	0	5	0	45	2	0	9	3	1	0	0	37	3	2	0	0	2	5	3	8	9	0
11	8641	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	3	2	2	2	3	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	2	3	2	2	3	2	1	2	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	2	2	1	0	4	2	2	3	2	2	1	1	2	2	2	2	2	2	2	1	8	46	4	5	2	17	17	17	17	7	1	1	17	17	17	17	17	17	17	17	17	17	17	17	17	12	44	2	11	7	0	2	30	10	12	5	39	16	23	45	8	18	15	0	2	24	2	89	8	7	1	14	0	2	0	0	0	6	5	14	0	0	19	0	0	2	0	1	9	5	1	1	1	0	0	0	0	0	5	1	7	0	1	17	10	1	7	7	1	1	1	1	1	3	4	2	0	1	4	1	25	23	0	3	0	5	0	0	8	2	2	1	0	1	47	7	3	6	38	1	4	3	43	3	0	7	0	3	0	0	39	0	1	0	0	7	2	1	4	7	0
12	8641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	4	1	2	1	3	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	1	2	2	2	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	3	2	2	1	2	1	1	2	1	2	2	2	2	2	1	2	1	2	2	2	1	2	1	2	2	0	4	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	10	71	1	3	5	17	17	17	17	4	2	1	17	17	17	17	17	17	17	17	17	17	17	17	17	12	44	2	11	7	0	0	14	13	8	4	43	11	29	33	5	22	13	0	4	18	3	119	11	0	5	13	1	4	0	0	0	11	4	10	0	0	17	0	2	0	0	1	4	4	1	4	3	0	0	0	3	3	9	2	2	0	2	11	5	2	4	10	1	4	3	0	1	4	6	0	4	2	10	5	39	40	1	6	5	1	0	4	6	1	3	2	0	4	37	6	1	2	27	0	6	3	41	5	0	6	3	3	0	0	48	5	2	0	0	3	11	2	11	3	0
13	8641	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	1	2	2	2	2	2	1	2	1	2	2	4	2	2	2	3	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	3	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	0	3	2	1	3	1	1	2	2	2	2	2	2	2	2	2	2	6	32	4	3	4	17	17	17	17	7	3	2	17	17	17	17	17	17	17	17	17	17	17	17	17	12	44	2	11	7	0	1	27	13	6	5	45	6	25	32	3	15	23	0	2	36	1	96	12	3	2	11	1	2	2	0	0	7	1	20	0	0	16	0	3	1	0	1	2	4	1	0	0	3	0	0	5	0	15	2	10	0	1	15	12	2	5	5	1	5	3	2	1	1	4	2	0	0	1	6	30	19	2	2	2	2	1	1	7	1	3	3	0	4	41	11	1	2	31	0	1	4	31	3	0	8	0	0	0	0	44	2	0	0	0	2	7	0	4	3	0
14	8641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	1	2	2	2	2	0	2	2	4	1	2	2	2	1	2	2	1	2	1	2	2	2	2	1	2	1	2	2	1	2	2	1	3	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	3	1	2	3	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	0	4	2	2	3	1	2	2	2	2	2	0	2	2	1	2	2	2	51	0	5	3	17	17	17	17	6	4	2	17	17	17	17	17	17	17	17	17	17	17	17	17	12	44	2	11	7	0	2	19	6	8	2	35	11	24	32	9	27	12	0	4	22	0	106	7	3	3	9	0	2	5	0	0	4	3	16	0	0	23	0	2	1	0	0	4	6	1	1	2	2	0	0	1	0	23	1	4	0	4	17	10	1	4	5	0	4	6	3	1	3	3	1	4	1	8	2	30	22	1	2	5	6	0	3	4	1	1	3	0	2	39	5	2	1	31	1	2	4	34	2	0	5	1	1	0	0	40	9	0	0	0	1	6	3	6	6	0
15	8641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	4	2	2	0	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	1	1	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	3	2	2	3	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	4	2	1	2	2	2	2	1	1	2	2	2	2	2	1	2	6	60	4	1	1	17	17	17	17	6	0	3	17	17	17	17	17	17	17	17	17	17	17	17	17	12	44	2	11	7	0	1	13	11	11	4	46	12	16	16	4	28	7	0	6	22	3	66	9	0	2	20	1	2	1	0	0	12	4	21	0	0	19	0	1	0	0	1	3	6	1	0	1	1	0	0	4	0	11	0	3	0	1	10	7	4	10	4	1	1	5	1	3	2	6	4	1	9	8	3	32	13	1	1	3	1	1	3	5	1	1	1	0	3	33	6	3	1	35	0	3	1	47	0	0	3	1	0	0	0	34	3	2	0	0	2	5	3	6	8	0
16	8641	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	3	2	2	2	3	2	1	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	0	3	2	2	3	2	2	2	2	1	2	2	2	2	2	2	1	9	49	0	5	3	17	17	17	17	4	2	2	17	17	17	17	17	17	17	17	17	17	17	17	17	12	44	2	11	7	0	2	12	8	10	2	49	12	27	30	7	27	16	0	5	15	8	119	15	4	2	18	1	8	3	0	0	13	6	23	0	0	14	0	1	1	0	2	7	5	0	3	0	6	0	0	3	0	13	1	0	0	1	8	9	2	6	7	1	2	1	2	0	3	3	0	3	0	0	0	23	19	0	3	1	1	0	3	3	1	3	0	0	3	28	7	7	1	38	2	6	1	45	3	0	8	2	1	0	0	41	5	1	0	0	2	1	2	4	11	0
17	8641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	4	2	2	2	3	1	1	2	1	2	2	2	2	2	2	1	2	1	1	2	2	2	1	2	3	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	0	4	2	1	3	2	1	2	1	2	2	2	2	2	2	2	2	6	50	0	3	3	17	17	17	17	2	0	2	17	17	17	17	17	17	17	17	17	17	17	17	17	12	44	2	11	7	0	0	11	14	11	3	30	14	21	37	3	20	20	0	1	22	3	96	10	0	2	16	0	4	3	0	0	3	3	17	0	0	16	0	2	0	0	2	6	6	1	0	1	1	0	0	0	2	6	1	6	0	1	10	12	0	4	7	0	1	3	0	0	3	5	1	9	0	21	1	31	24	2	1	2	2	1	7	3	2	5	1	0	3	42	5	2	7	24	1	4	2	37	3	0	7	1	0	0	0	41	3	5	0	0	4	3	0	7	6	0
18	8641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	1	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	3	1	2	2	2	2	2	2	2	2	2	2	2	0	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1	1	3	2	2	3	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	1	2	2	1	2	2	2	2	0	4	2	2	3	2	2	2	1	2	2	2	2	2	2	1	2	7	42	5	2	3	17	17	17	17	6	3	1	17	17	17	17	17	17	17	17	17	17	17	17	17	12	44	2	11	7	0	1	7	11	14	2	47	16	18	27	5	17	18	0	0	18	1	107	15	2	4	11	0	5	5	0	0	6	2	19	0	0	18	0	0	2	0	0	5	6	1	0	3	0	0	0	2	2	8	0	3	0	1	26	9	3	3	2	0	2	2	0	1	3	9	1	3	0	1	6	38	13	2	5	3	5	1	1	1	0	2	1	0	2	29	8	2	3	35	2	5	1	30	2	0	7	1	1	0	0	49	4	1	0	0	2	5	2	3	3	0
19	8641	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	1	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	1	2	1	1	2	2	2	2	2	1	2	4	2	2	1	2	2	0	2	1	2	2	1	2	2	2	2	2	2	0	2	1	2	2	2	1	2	1	2	2	2	2	1	2	2	2	1	1	1	1	2	2	1	2	1	2	2	2	1	2	1	2	2	2	2	0	3	2	2	3	2	2	2	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	1	0	4	2	2	3	2	2	1	1	2	2	2	2	2	2	2	2	10	62	2	4	5	17	17	17	17	5	2	3	17	17	17	17	17	17	17	17	17	17	17	17	17	12	44	2	11	7	0	0	19	4	9	6	45	18	8	29	5	18	18	0	7	28	4	98	8	1	0	8	0	0	6	0	0	7	10	17	0	0	33	0	3	1	0	2	3	5	0	1	2	3	0	0	2	0	10	2	7	0	1	14	14	2	4	2	2	0	2	0	1	2	3	2	0	4	3	7	39	26	1	3	1	7	0	1	7	1	1	1	0	6	42	8	2	5	36	1	1	2	36	2	0	5	1	2	0	0	32	3	1	0	0	1	4	1	9	8	0
20	8641	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	1	2	1	2	2	1	1	2	2	2	2	4	1	2	2	2	2	2	1	1	2	2	2	1	0	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	0	4	2	2	3	1	2	1	2	1	2	2	1	2	2	2	2	8	52	0	3	2	17	17	17	17	3	2	0	17	17	17	17	17	17	17	17	17	17	17	17	17	12	44	2	11	7	0	1	20	5	16	5	22	12	25	17	4	17	26	0	4	24	4	110	9	1	4	15	0	5	4	0	0	5	3	22	0	0	25	0	0	1	0	2	0	8	0	2	2	2	0	0	0	2	10	1	6	0	1	18	10	0	2	11	3	1	6	3	0	3	6	0	4	5	7	0	33	30	0	6	2	7	1	6	1	1	2	0	0	1	31	4	2	7	34	2	4	1	47	2	0	13	1	0	0	0	36	5	1	0	0	6	14	2	2	9	0
21	8641	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	1	2	2	2	1	1	2	3	2	2	2	2	2	2	2	2	2	0	1	1	2	2	2	2	1	2	1	2	2	2	2	3	2	2	1	2	0	2	2	2	2	2	2	0	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	0	2	3	2	1	1	2	2	2	2	2	2	1	2	0	2	1	2	2	2	2	2	2	2	1	2	2	0	3	2	2	3	2	1	2	2	2	2	2	2	2	2	2	2	7	75	3	2	2	17	17	17	17	3	2	5	17	17	17	17	17	17	17	17	17	17	17	17	17	12	44	2	11	7	0	2	11	14	9	1	38	12	25	31	7	22	21	0	5	11	7	92	9	0	1	20	0	5	2	0	0	7	7	12	0	0	24	0	3	0	0	2	7	9	0	4	0	3	0	0	1	1	8	3	6	0	3	13	14	3	2	4	2	2	2	1	1	2	6	1	1	9	6	4	28	24	2	5	2	2	1	2	1	2	2	1	0	4	36	9	4	7	34	1	2	1	30	1	0	5	3	3	0	0	36	3	3	0	0	3	6	0	3	4	0
22	8641	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	4	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	4	2	2	3	2	2	2	1	2	1	2	1	2	2	2	1	9	62	0	6	3	17	17	17	17	7	0	3	17	17	17	17	17	17	17	17	17	17	17	17	17	12	44	2	11	7	0	0	15	11	11	7	44	16	21	19	3	20	19	0	3	17	1	106	7	1	2	9	1	8	2	0	0	9	5	18	0	0	20	0	2	1	0	2	1	8	1	2	0	1	0	0	0	2	16	2	4	0	2	16	6	6	3	9	1	2	1	0	1	1	1	1	2	0	4	2	33	27	1	2	3	4	0	4	5	1	3	1	0	3	46	7	2	2	30	0	1	5	48	3	0	8	1	4	0	0	40	4	2	0	0	2	5	1	3	14	0
23	8641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	1	2	2	2	3	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	1	2	2	3	2	2	3	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	0	3	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	7	43	3	1	1	17	17	17	17	5	4	1	17	17	17	17	17	17	17	17	17	17	17	17	17	12	44	2	11	7	0	1	8	8	11	3	32	8	22	21	3	20	17	0	5	25	4	89	12	0	0	8	0	4	2	0	0	8	3	18	0	0	22	0	2	0	0	3	2	3	1	0	5	3	0	0	4	0	8	3	4	0	1	23	8	2	4	6	0	3	2	0	1	1	2	0	1	0	3	11	47	24	2	4	1	4	0	2	3	2	0	3	0	4	30	12	1	2	33	0	3	1	44	2	0	4	2	2	0	0	35	7	5	0	0	2	7	3	5	10	0
24	8641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	1	2	2	1	2	2	2	2	3	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	3	2	2	1	1	2	1	2	2	2	2	1	2	1	2	1	2	1	2	2	2	0	2	1	2	2	2	2	2	2	1	3	2	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	1	2	1	2	2	0	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	11	33	0	4	2	17	17	17	17	7	2	5	17	17	17	17	17	17	17	17	17	17	17	17	17	12	44	2	11	7	0	1	12	19	8	3	12	17	24	23	0	22	9	0	1	18	5	75	11	2	5	13	0	2	4	0	0	7	7	21	0	0	18	0	1	2	0	0	3	6	3	1	0	0	0	0	1	0	9	0	6	0	1	13	5	4	4	8	0	2	2	0	2	4	3	0	4	1	44	3	37	27	3	5	2	2	2	3	3	1	3	0	0	2	26	6	0	6	21	0	4	2	39	6	0	5	1	2	0	0	54	4	2	0	0	5	7	1	3	3	0
