k1_1	0.00421826292048
k1_2	0.04
k1_3	5.0
k1_4	4.864145
k2	2.22319e-06
k3_1	91.5765265125866
k3_2	100.0
k4_1	25.2320024776604
k4_2	0.113544011149472
k4_3	100.0
k5_1	0.26213516159818
k5_2	100.0
k6_1	0.018979691769519
k6_2	100.0
k7_1	0.00495717426468361
k7_2	100.0
k8_1	70.1487
k9_1	4.391771
k10_1	4.391771
k11_1	4.391771
k12_1	12.5932040388862
k12_2	0.05192
k12_3	10.0
k12_4	200.0
k12_5	100.0
k13_1	12.5932040388862
k13_2	0.05192
k13_3	10.0
k13_4	200.0
k13_5	100.0
k14_1	12.5932040388862
k14_2	0.05192
k14_3	10.0
k14_4	200.0
k14_5	100.0
k15_1	0.1274
k15_2	10.0
k15_3	200.0
k16_1	0.1274
k16_2	10.0
k16_3	200.0
k17_1	13.1753
k18_1	11.4186
k19_1	9.2227
k20_1	10.5402
k21_1	0.03294
k21_2	10.0
k21_3	200.0
k22_1	70.2683
k22_2	0.0878
k22_3	10.0
k22_4	200.0
k23_1	9.6619
k24_1	4.3918
k25_1	8.7835
k26_1	5.2701
k27_1	0.008744
k28_1	0.5312
k33_1	0.0
k33_2	100.0
k34_1	0.00889235593335483
k34_2	100.0
k35_1	0.0169996178968573
k35_2	100.0
k36_1	0.0605211454216509
k36_2	100.0
k37_1	0.02247883175902
k37_2	100.0
k38_1	0.00356278147141095
k38_2	100.0
k39_1	0.00399550026417363
k39_2	100.0
k40_1	0.0728991467029596
k40_2	100.0
k41_1	0.00998263949275521
k41_2	100.0
k42_1	0.00451005711890657
k42_2	100.0
k43_1	0.39771289686227
k43_2	100.0
k44_1	0.0623740336292659
k44_2	100.0
k45_1	0.0723182091718478
k45_2	100.0
k46_1	0.0429027096574532
k46_2	100.0
k47_1	0.116485833412973
k47_2	100.0
k48_1	0.124590928909699
k48_2	100.0
k49_1	0.0668771763118058
k49_2	100.0
k50_1	0.0740449528385334
k50_2	100.0
k51_1	0.13921365697183
k51_2	100.0
k52_1	0.0606262337856085
k52_2	100.0
k53_1	0.0717856668241285
k53_2	100.0
k54_1	0.0815324232034405
k54_2	100.0
k55_1	0.197394534555567
k55_2	100.0
k56_1	0.0383433873414532
k56_2	100.0
k57_1	0.383899589549629
k57_2	100.0
k58_1	5.0796232718269e-16
k58_2	100.0
k59_1	5.0796232718269e-16
k59_2	100.0
k60_1	0.631113827136261
k60_2	100.0
k61_1	0.0697120590070191
k61_2	100.0
k62_1	0.00800326796219294
k62_2	100.0
k63_1	1.25805336365576e-16
k63_2	100.0
k64_1	2.36766884725714e-16
k64_2	100.0
k65_1	0.0470635834107301
k65_2	100.0
k66_1	5.0796232718269e-16
k66_2	100.0
k67_1	0.0440504528368226
k67_2	100.0
k68_1	0.044050452836822
k68_2	100.0
k69_1	5.0796232718269e-16
k69_2	100.0
k70_1	0.00520310485186912
k70_2	100.0
k71_1	0.0686957406036896
k71_2	100.0
k72_1	0.315166498571836
k72_2	100.0
k73_1	0.0738881328501839
k73_2	100.0
k74_1	0.0421844345623184
k74_2	100.0
k75_1	0.00507952569653342
k75_2	100.0
k76_1	0.00884023766397373
k76_2	100.0
k77_1	0.00337612034316737
k77_2	100.0
k78_1	0.0576245857754296
k78_2	100.0
k79_1	0.0561324667191789
k79_2	100.0
k80_1	0.0077259895163898
k80_2	100.0
k81_1	6.98358112314473e-05
k81_2	100.0
k82_1	0.0280395393337746
k82_2	100.0
k83_1	0.027245157174396
k83_2	100.0
k84_1	0.365336001573082
k84_2	100.0
k85_1	0.365336001573082
k85_2	100.0
k86_1	0.0476375256453937
k86_2	100.0
k87_1	1.37716715701585
k87_2	100.0
k88_1	1.33704931478638
k88_2	100.0
k89_1	0.00570865340459523
k89_2	100.0
k90_1	0.137247743559418
k90_2	100.0
k91_1	0.0094483593534092
k91_2	100.0
k92_1	0.0138013340948451
k92_2	100.0
k93_1	0.535020814721434
k93_2	100.0
k94_1	0.00109060311147203
k94_2	100.0
k95_1	0.00911523658695526
k95_2	100.0
k96_1	0.00284852429188019
k96_2	100.0
k97_1	0.263428033290844
k97_2	100.0
k98_1	0.00568578104904611
k98_2	100.0
k99_1	0.000813388586186951
k99_2	100.0
k100_1	0.431518691069021
k100_2	100.0
k101_1	1.99604495204001
k101_2	100.0
k102_1	52.2985847436048
k102_2	100.0
k103_1	9.65896915719039
k103_2	100.0
k104_1	0.000872693990480559
k104_2	100.0
k105_1	0.00376159704402668
k105_2	100.0
k106_1	0.0242155064314911
k106_2	100.0
k107_1	0.0328952370334421
k107_2	100.0
k108_1	0.0490405961708404
k108_2	100.0
k109_1	0.0808582276758772
k109_2	100.0
k110_1	0.492376381357696
k110_2	100.0
k111_1	0.00195496184106396
k111_2	100.0
k112_1	0.00244176936267366
k112_2	100.0
k113_1	0.0198787918782332
k113_2	100.0
k114_1	3.74370171691699
k114_2	100.0
k115_1	0.00912857354663255
k115_2	100.0
k116_1	0.00524614386778828
k116_2	100.0
k117_1	0.0223446855518232
k117_2	100.0
k118_1	0.364751872172741
k118_2	100.0
k119_1	0.0240495533785048
k119_2	100.0
k120_1	0.0863381649774008
k120_2	100.0
k121_1	0.0563586874975601
k121_2	100.0
k122_1	0.491713323903257
k122_2	100.0
k123_1	0.147328588693962
k123_2	100.0
k124_1	0.00943130407616327
k124_2	100.0
k125_1	0.0813435529902977
k125_2	100.0
k126_1	0.0125348261214198
k126_2	100.0
k127_1	0.123675519189102
k127_2	100.0
k128_1	0.00164892404820808
k128_2	100.0
k129_1	0.869623261593614
k129_2	100.0
k130_1	0.00243608467711403
k130_2	100.0
k131_1	5.0796232718269e-16
k131_2	100.0
k132_1	5.0796232718269e-16
k132_2	100.0
k133_1	0.0379726695993842
k133_2	100.0
k134_1	0.00769633151332286
k134_2	100.0
k135_1	26.6104994612014
k135_2	100.0
k136_1	5.0796232718269e-16
k136_2	100.0
k137_1	5.0796232718269e-16
k137_2	100.0
k138_1	0.0514013240275529
k138_2	100.0
k139_1	0.0502236227799724
k139_2	100.0
k140_1	0.0489057772639971
k140_2	100.0
k141_1	0.0618414902077538
k141_2	100.0
k142_1	0.0185402628840487
k142_2	100.0
k143_1	5.0796232718269e-16
k143_2	100.0
k144	0.0
k145	0.0
k146	0.0
k147	7.70163533955495e-05
k148	5.54393560290451e-06
k149	5.60363456021169e-06
k150	1.30271233754312e-05
k151	0.000260190383093073
k152	6.02631873204613e-06
k153	1.20866844625784e-05
k154	0.0
k155	0.0
k156	0.0
k157	0.0
k158	0.0
